m.diff	sd.ratio	n1	n.ratio	exp_cohen	exp_glass1	exp_glass2	exp_cohenprime	exp_shieh	var_cohen	var_glass1	var_glass2	var_cohenprime	var_shieh
0	10	100	5	0	0	0,001	0	0	0,211	1,009	0,996	1,009	1,009
0	4	100	5	0	0	0,002	0,001	0	0,259	1,001	0,996	1,001	1,002
0	2	100	5	0	0	0,001	0,001	0	0,424	0,993	0,989	0,994	0,993
0	0,1	100	5	0,002	0,007	0,001	0,001	0	5,395	1,004	1,008	1,009	1,008
0	0,5	100	5	0,001	0,001	0	0,001	0	2,395	1,003	1,002	1,005	1,003
0	0,25	100	5	0,002	0,004	0,001	0,001	0	4,144	1,001	1,001	1,003	1,002
1	10	100	5	0,001	0	0,053	0	0	0,282	0,986	0,904	0,986	0,986
1	4	100	5	0,001	0	0,024	0	0	0,327	0,994	0,901	0,993	0,982
1	2	100	5	0,001	0	0,009	0	0,001	0,474	0,992	0,925	0,991	0,967
1	0,1	100	5	0,006	0,002	0,001	0,001	0	5,378	1	1,004	1,004	1,004
1	0,5	100	5	0,002	0	0,002	0,002	0,001	2,337	0,995	0,985	0,992	0,987
1	0,25	100	5	0,008	0,001	0,001	0,001	0	4,117	0,998	0,994	0,996	0,995
2	10	100	5	0,002	0,001	0,092	0,001	0	0,455	0,991	0,88	0,991	0,99
2	4	100	5	0,002	0,001	0,038	0,001	0,001	0,48	0,982	0,89	0,982	0,965
2	2	100	5	0,001	0,001	0,017	0,001	0,002	0,582	0,982	0,9	0,971	0,929
2	0,1	100	5	0,012	0,005	0,001	0,002	0	5,387	1,001	1,003	1,003	1,003
2	0,5	100	5	0,005	0	0,005	0,003	0,002	2,228	0,997	0,956	0,972	0,961
2	0,25	100	5	0,015	0	0,002	0,003	0,001	4,08	0,998	0,988	0,99	0,988
3	10	100	5	0,003	0,001	0,124	0,001	0,001	0,623	0,979	0,881	0,979	0,978
3	4	100	5	0,001	0,002	0,068	0,003	0,003	0,633	0,97	0,872	0,969	0,945
3	2	100	5	0,001	0,001	0,026	0,002	0,003	0,703	0,988	0,895	0,97	0,914
3	0,1	100	5	0,02	0,003	0,001	0,001	0	5,414	1,006	1,004	1,004	1,004
3	0,5	100	5	0,006	0,001	0,007	0,005	0,003	2,086	0,999	0,931	0,949	0,935
3	0,25	100	5	0,024	0	0,003	0,003	0,001	4,042	1,005	0,978	0,983	0,979
4	10	100	5	0,005	0,001	0,21	0,001	0,001	0,754	0,97	0,875	0,97	0,969
4	4	100	5	0,005	0	0,071	0	0,001	0,756	0,966	0,876	0,965	0,941
4	2	100	5	0,003	0	0,034	0	0,003	0,787	0,973	0,885	0,963	0,909
4	0,1	100	5	0,023	0,007	0,003	0,004	0,001	5,349	0,998	0,985	0,985	0,985
4	0,5	100	5	0,007	0,003	0,01	0,008	0,004	1,942	0,994	0,91	0,927	0,915
4	0,25	100	5	0,031	0	0,004	0,005	0,002	3,949	1,001	0,961	0,966	0,962
0	10	100	2	0	0	0,001	0	0	0,507	0,996	0,995	0,996	0,996
0	4	100	2	0	0	0,001	0	0	0,546	0,999	0,998	0,999	0,999
0	2	100	2	0	0	0,001	0	0	0,666	0,999	0,997	0,999	0,999
0	0,1	100	2	0,001	0,004	0	0,001	0	2,035	0,999	0,999	0,999	0,999
0	0,5	100	2	0	0	0	0	0	1,52	1,003	1,003	1,003	1,003
0	0,25	100	2	0	0	0	0	0	1,887	1,003	1,004	1,004	1,004
1	10	100	2	0,003	0	0,008	0	0	0,644	0,987	0,972	0,987	0,987
1	4	100	2	0,003	0	0,003	0,001	0	0,671	0,999	0,978	1	1
1	2	100	2	0,001	0	0,001	0	0	0,731	0,985	0,979	0,988	0,989
1	0,1	100	2	0,002	0,001	0	0	0	2,052	1,006	1,006	1,006	1,006
1	0,5	100	2	0,001	0,001	0	0	0	1,511	0,995	0,997	0,998	0,997
1	0,25	100	2	0,003	0,001	0	0	0	1,891	1	1	1	1
2	10	100	2	0,006	0	0,02	0	0	0,894	0,984	0,954	0,984	0,984
2	4	100	2	0,004	0,001	0,005	0,001	0	0,873	0,976	0,95	0,975	0,974
2	2	100	2	0,004	0,001	0,004	0,001	0	0,869	0,991	0,956	0,99	0,986
2	0,1	100	2	0,004	0,002	0	0	0	2,034	0,991	0,992	0,992	0,992
2	0,5	100	2	0,003	0,001	0,001	0,001	0	1,508	0,998	0,989	0,994	0,992
2	0,25	100	2	0,005	0	0	0	0	1,906	0,995	0,99	0,991	0,991
3	10	100	2	0,01	0	0,035	0,001	0	1,09	0,985	0,949	0,985	0,985
3	4	100	2	0,008	0	0,012	0,001	0	1,047	0,979	0,946	0,978	0,977
3	2	100	2	0,002	0,001	0,01	0,002	0,001	0,964	0,975	0,949	0,975	0,972
3	0,1	100	2	0,003	0,008	0,001	0,001	0,001	2,054	0,993	0,994	0,994	0,994
3	0,5	100	2	0,006	0,001	0	0	0	1,486	0,987	0,976	0,981	0,979
3	0,25	100	2	0,008	0	0	0	0	1,945	1,004	0,987	0,989	0,988
4	10	100	2	0,011	0,001	0,025	0,001	0,001	1,209	0,981	0,943	0,981	0,981
4	4	100	2	0,007	0,002	0,019	0,003	0,002	1,155	0,977	0,943	0,977	0,976
4	2	100	2	0,006	0	0,004	0,001	0	1,041	0,981	0,951	0,98	0,974
4	0,1	100	2	0,007	0,004	0	0,001	0	2,083	0,996	0,997	0,998	0,997
4	0,5	100	2	0,005	0,001	0,003	0,002	0,001	1,461	0,981	0,96	0,965	0,963
4	0,25	100	2	0,011	0,001	0,001	0,001	0	1,992	0,999	0,985	0,987	0,986
0	10	20	0,2	0,001	0	0,001	0	0	5,359	1,001	1	1,002	1,001
0	4	20	0,2	0,002	0,001	0,002	0,001	0	4,135	0,998	0,999	1	0,998
0	2	20	0,2	0,001	0,001	0,002	0,001	0	2,396	1,003	1,003	1,006	1,004
0	0,1	20	0,2	0	0,003	0	0	0	0,208	0,982	0,998	0,998	0,998
0	0,5	20	0,2	0	0,001	0	0	0	0,425	0,992	0,996	0,997	0,997
0	0,25	20	0,2	0	0,001	0	0	0	0,257	0,982	0,996	0,995	0,995
1	10	20	0,2	0,064	0,005	0,006	0,006	0,002	5,505	0,967	1,001	0,968	0,967
1	4	20	0,2	0,032	0,004	0,003	0,005	0,002	3,927	0,952	1,002	0,958	0,954
1	2	20	0,2	0,004	0,005	0,001	0,004	0,002	2,236	0,956	1,006	0,973	0,96
1	0,1	20	0,2	0	0,004	0	0	0	0,212	0,995	1,011	1,011	1,011
1	0,5	20	0,2	0,001	0,003	0,001	0,001	0	0,441	0,972	1	1	0,993
1	0,25	20	0,2	0	0,005	0	0	0	0,261	0,973	0,993	0,993	0,993
2	10	20	0,2	0,124	0,011	0,006	0,015	0,004	5,491	0,907	0,988	0,908	0,907
2	4	20	0,2	0,061	0,009	0,005	0,01	0,003	3,633	0,91	0,994	0,916	0,912
2	2	20	0,2	0,008	0,01	0	0,007	0,003	1,947	0,91	0,997	0,927	0,914
2	0,1	20	0,2	0	0,008	0	0	0	0,211	0,976	0,995	0,995	0,995
2	0,5	20	0,2	0,001	0,008	0	0	0,001	0,476	0,927	0,996	0,992	0,966
2	0,25	20	0,2	0	0,012	0	0,001	0,001	0,276	0,943	0,996	0,996	0,994
3	10	20	0,2	0,19	0,015	0,009	0,02	0,006	5,624	0,904	0,991	0,905	0,904
3	4	20	0,2	0,084	0,017	0,008	0,02	0,007	3,497	0,897	0,988	0,901	0,898
3	2	20	0,2	0,014	0,013	0,002	0,009	0,004	1,756	0,896	0,994	0,911	0,9
3	0,1	20	0,2	0	0,013	0	0	0	0,216	0,965	0,999	0,999	0,999
3	0,5	20	0,2	0	0,018	0,001	0,001	0,002	0,527	0,892	0,991	0,983	0,939
3	0,25	20	0,2	0,001	0,013	0	0	0	0,298	0,926	0,995	0,995	0,99
4	10	20	0,2	0,25	0,021	0,026	0,029	0,008	5,555	0,881	0,981	0,882	0,881
4	4	20	0,2	0,124	0,018	0,009	0,02	0,007	3,423	0,893	0,985	0,896	0,894
4	2	20	0,2	0,017	0,019	0,001	0,014	0,006	1,627	0,887	0,984	0,897	0,89
4	0,1	20	0,2	0,001	0,02	0	0	0	0,223	0,96	1,005	1,005	1,005
4	0,5	20	0,2	0	0,019	0,001	0,002	0,002	0,587	0,899	0,989	0,982	0,936
4	0,25	20	0,2	0,001	0,02	0	0	0	0,324	0,913	0,985	0,986	0,979
0	10	20	0,4	0,001	0	0,003	0	0	2,685	0,995	0,994	0,996	0,995
0	4	20	0,4	0,001	0,001	0,003	0,001	0	2,38	1,002	0,998	1,003	1,002
0	2	20	0,4	0	0	0,001	0	0	1,731	0,995	0,992	0,997	0,996
0	0,1	20	0,4	0,001	0,008	0,001	0,001	0,001	0,409	0,984	0,998	0,998	0,998
0	0,5	20	0,4	0	0	0	0	0	0,59	0,99	0,998	0,998	0,998
0	0,25	20	0,4	0,001	0,002	0	0,001	0	0,451	0,989	0,997	0,998	0,998
1	10	20	0,4	0,045	0,004	0,006	0,006	0,002	2,886	0,953	0,989	0,954	0,954
1	4	20	0,4	0,027	0,005	0,004	0,005	0,002	2,415	0,957	0,989	0,963	0,959
1	2	20	0,4	0,007	0,004	0,001	0,003	0,002	1,673	0,957	0,997	0,973	0,965
1	0,1	20	0,4	0	0,009	0	0,001	0	0,411	0,986	1,001	1,001	1,001
1	0,5	20	0,4	0,001	0,005	0	0	0	0,607	0,966	0,994	0,995	0,993
1	0,25	20	0,4	0,001	0,005	0	0	0	0,459	0,974	0,997	0,997	0,996
2	10	20	0,4	0,087	0,01	0,025	0,013	0,005	3,125	0,915	0,969	0,916	0,916
2	4	20	0,4	0,056	0,008	0,003	0,009	0,004	2,47	0,921	0,985	0,927	0,924
2	2	20	0,4	0,012	0,01	0,003	0,007	0,004	1,557	0,913	0,974	0,932	0,923
2	0,1	20	0,4	0,001	0,008	0	0	0	0,415	0,982	0,998	0,998	0,999
2	0,5	20	0,4	0,001	0,012	0,001	0,002	0,001	0,652	0,936	0,984	0,985	0,979
2	0,25	20	0,4	0,001	0,011	0,001	0,001	0,001	0,484	0,963	1,001	1,001	1,002
3	10	20	0,4	0,128	0,016	0,026	0,021	0,008	3,221	0,891	0,956	0,892	0,892
